descriptorID	number	name	uniqueID
10151	K01.093.646	Paintings	D010151
10678	K01.093.660	Philately	D010678
11173	K01.093.742	Portraits as Topic	D011173
12613	K01.093.849	Sculpture	D012613
1363	K01.150	Awards and Prizes	D001363
9613	K01.150.567	Nobel Prize	D009613
4989	K01.316	Ethics	D004989
26688	K01.316.034	Bioethical Issues	D026688
1675	K01.316.070	Bioethics	D001675
26690	K01.316.070.500	Ethics, Clinical	D026690
32781	K01.316.080	Codes of Ethics	D032781
6381	K01.316.080.249	Helsinki Declaration	D006381
6625	K01.316.080.400	Hippocratic Oath	D006625
28661	K01.316.090	Complicity	D028661
16265	K01.316.130	Conflict of Interest	D016265
26689	K01.316.163	Ethical Analysis	D026689
32764	K01.316.163.150	Casuistry	D032764
35481	K01.316.163.750	Retrospective Moral Judgment	D035481
35761	K01.316.163.875	Wedge Argument	D035761
28781	K01.316.165	Ethical Relativism	D028781
26724	K01.316.167	Ethical Review	D026724
33061	K01.316.167.200	Ethics Consultation	D033061
28663	K01.316.169	Ethical Theory	D028663
26822	K01.316.171	Ethicists	D026822
17041	K01.316.173	Ethics Committees	D017041
28741	K01.316.173.500	Ethics Committees, Clinical	D028741
28744	K01.316.173.750	Ethics Committees, Research	D028744
40861	K01.316.181	Ethics, Business	D040861
4991	K01.316.190	Ethics, Institutional	D004991
4995	K01.316.333	Ethics, Professional	D004995
26690	K01.316.333.132	Ethics, Clinical	D026690
4990	K01.316.333.132.500	Ethics, Dental	D004990
4992	K01.316.333.132.750	Ethics, Medical	D004992
6625	K01.316.333.132.750.551	Hippocratic Oath	D006625
4993	K01.316.333.132.875	Ethics, Nursing	D004993
4994	K01.316.333.132.937	Ethics, Pharmacy	D004994
32984	K01.316.366	Ethics, Research	D032984
6381	K01.316.366.400	Helsinki Declaration	D006381
6808	K01.316.400	Humanism	D006808
19513	K01.316.400.400	Feminism	D019513
9014	K01.316.630	Morals	D009014
3242	K01.316.630.350	Conscience	D003242
35863	K01.316.630.472	Moral Development	D035863
12941	K01.316.630.595	Social Responsibility	D012941
28681	K01.316.630.595.500	Moral Obligations	D028681
28722	K01.316.630.840	Virtues	D028722
28723	K01.316.722	Personhood	D028723
28662	K01.316.756	Principle-Based Ethics	D028662
26686	K01.316.756.500	Beneficence	D026686
26684	K01.316.756.650	Personal Autonomy	D026684
12935	K01.316.756.750	Social Justice	D012935
28743	K01.316.768	Professional Misconduct	D028743
15871	K01.316.768.500	Scientific Misconduct	D015871
6664	K01.400	History	D006664
422	K01.400.075	Alchemy	D000422
846	K01.400.095	Anniversaries and Special Events	D000846
1109	K01.400.152	Archives	D001109
9144	K01.400.152.552	Museums	D009144
4616	K01.400.255	Emblems and Insignia	D004616
5053	K01.400.307	Eugenics	D005053
5789	K01.400.359	Genealogy and Heraldry	D005789
6663	K01.400.441	Historiography	D006663
49690	K01.400.470	History, Ancient	D049690
49692	K01.400.475	History, Early Modern 1451-1600	D049692
49668	K01.400.475.500	History, 15th Century	D049668
49669	K01.400.475.750	History, 16th Century	D049669
49691	K01.400.500	History, Medieval	D049691
49711	K01.400.504	History, Modern 1601-	D049711
49670	K01.400.504.750	History, 17th Century	D049670
49671	K01.400.504.875	History, 18th Century	D049671
47788	K01.400.504.875.100	American Revolution	D047788
47850	K01.400.504.875.374	French Revolution	D047850
49672	K01.400.504.937	History, 19th Century	D049672
47831	K01.400.504.937.100	American Civil War	D047831
47849	K01.400.504.937.500	Crimean War	D047849
47832	K01.400.504.937.750	Spanish-American War, 1898	D047832
49673	K01.400.504.968	History, 20th Century	D049673
55908	K01.400.504.968.074	Bhopal Accidental Release	D055908
47852	K01.400.504.968.150	Chernobyl Nuclear Accident	D047852
47830	K01.400.504.968.400	Gulf War	D047830
47869	K01.400.504.968.500	Korean War	D047869
47848	K01.400.504.968.650	Russian-Japanese War	D047848
55906	K01.400.504.968.700	Seveso Accidental Release	D055906
55905	K01.400.504.968.750	Sverdlovsk Accidental Release	D055905
47829	K01.400.504.968.850	Vietnam Conflict	D047829
47828	K01.400.504.968.900	World War I	D047828
47789	K01.400.504.968.901	World War II	D047789
49674	K01.400.504.984	History, 21st Century	D049674
55826	K01.400.504.984.124	Afghan Campaign 2001-	D055826
54542	K01.400.504.984.249	Iraq War, 2003 -	D054542
47851	K01.400.504.984.500	September 11 Terrorist Attacks	D047851
6665	K01.400.551	History of Dentistry	D006665
6666	K01.400.552	History of Medicine	D006666
19024	K01.400.552.053	Barber Surgeons	D019024
19356	K01.400.552.169	Grave Robbing	D019356
8514	K01.400.552.643	Medicine, Arabic	D008514
19367	K01.400.552.643.500	Medicine, Unani	D019367
6676	K01.400.608	History of Nursing	D006676
19021	K01.400.703	Natural History	D019021
10792	K01.400.799	Phrenology	D010792
13561	K01.400.899	Symbolism	D013561
19365	K01.400.899.500	Metaphor	D019365
19359	K01.468	Knowledge	D019359
8091	K01.517	Literature	D008091
739	K01.517.067	Anecdotes as Topic	D000739
1045	K01.517.116	Aphorisms and Proverbs as Topic	D001045
1633	K01.517.172	Bible	D001633
1680	K01.517.211	Biography as Topic	D001680
1325	K01.517.211.215	Autobiography	D001325
5197	K01.517.211.506	Famous Persons	D005197
4324	K01.517.333	Drama	D004324
8092	K01.517.495	Literature, Medieval	D008092
8093	K01.517.533	Literature, Modern	D008093
8513	K01.517.584	Medicine in Literature	D008513
9229	K01.517.647	Mythology	D009229
10680	K01.517.732	Philology	D010680
10681	K01.517.732.477	Philology, Classical	D010681
10682	K01.517.732.602	Philology, Oriental	D010682
10683	K01.517.732.727	Philology, Romance	D010683
11037	K01.517.781	Poetry as Topic	D011037
14925	K01.517.946	Wit and Humor as Topic	D014925
9146	K01.602	Music	D009146
19368	K01.637	Nature	D019368
9781	K01.672	Occultism	D009781
1255	K01.672.296	Astrology	D001255
10684	K01.752	Philosophy	D010684
4954	K01.752.210	Esthetics	D004954
1504	K01.752.210.304	Beauty	D001504
4989	K01.752.256	Ethics	D004989
28661	K01.752.256.090	Complicity	D028661
34723	K01.752.256.101	Double Effect Principle	D034723
26689	K01.752.256.113	Ethical Analysis	D026689
32764	K01.752.256.113.150	Casuistry	D032764
35481	K01.752.256.113.750	Retrospective Moral Judgment	D035481
35761	K01.752.256.113.875	Wedge Argument	D035761
28781	K01.752.256.116	Ethical Relativism	D028781
28663	K01.752.256.118	Ethical Theory	D028663
6808	K01.752.256.120	Humanism	D006808
19513	K01.752.256.120.400	Feminism	D019513
9014	K01.752.256.547	Morals	D009014
3242	K01.752.256.547.359	Conscience	D003242
12941	K01.752.256.547.599	Social Responsibility	D012941
28681	K01.752.256.547.599.500	Moral Obligations	D028681
28722	K01.752.256.547.840	Virtues	D028722
28723	K01.752.256.660	Personhood	D028723
28662	K01.752.256.830	Principle-Based Ethics	D028662
26686	K01.752.256.830.500	Beneficence	D026686
26684	K01.752.256.830.650	Personal Autonomy	D026684
12935	K01.752.256.830.750	Social Justice	D012935
5086	K01.752.304	Existentialism	D005086
19369	K01.752.400	Life	D019369
33421	K01.752.400.100	Beginning of Human Life	D033421
11788	K01.752.400.750	Quality of Life	D011788
26712	K01.752.400.900	Value of Life	D026712
8128	K01.752.448	Logic	D008128
17143	K01.752.448.250	Fuzzy Logic	D017143
8678	K01.752.511	Metaphysics	D008678
10685	K01.752.622	Philosophy, Dental	D010685
4990	K01.752.622.416	Ethics, Dental	D004990
10686	K01.752.667	Philosophy, Medical	D010686
19348	K01.752.667.400	Empiricism	D019348
6694	K01.752.667.710	Holistic Health	D006694
19364	K01.752.667.750	Humoralism	D019364
10687	K01.752.712	Philosophy, Nursing	D010687
4993	K01.752.712.416	Ethics, Nursing	D004993
18939	K01.752.712.708	Holistic Nursing	D018939
33302	K01.752.720	Postmodernism	D033302
19413	K01.752.730	Qi	D019413
13561	K01.752.798	Symbolism	D013561
19365	K01.752.798.500	Metaphor	D019365
13795	K01.752.827	Thanatology	D013795
14601	K01.752.884	Utopias	D014601
14799	K01.752.935	Vitalism	D014799
16709	K01.752.967	Yin-Yang	D016709
12067	K01.844	Religion	D012067
887	K01.844.058	Anthroposophy	D000887
2016	K01.844.117	Buddhism	D002016
2835	K01.844.188	Christianity	D002835
2410	K01.844.188.250	Catholicism	D002410
2834	K01.844.188.431	Christian Science	D002834
34682	K01.844.188.466	Church of Jesus Christ of Latter-day Saints	D034682
33003	K01.844.188.502	Eastern Orthodoxy	D033003
33221	K01.844.188.573	Jehovah's Witnesses	D033221
33303	K01.844.188.644	Protestantism	D033303
18597	K01.844.188.715	Saints	D018597
18596	K01.844.231	Hinduism	D018596
7514	K01.844.275	Islam	D007514
7599	K01.844.385	Judaism	D007599
12068	K01.844.619	Religion and Medicine	D012068
12069	K01.844.664	Religion and Psychology	D012069
29181	K01.844.664.500	Spirituality	D029181
12070	K01.844.709	Religion and Science	D012070
12071	K01.844.754	Religion and Sex	D012071
12072	K01.844.799	Religious Philosophies	D012072
32903	K01.844.799.214	Confucianism	D032903
9228	K01.844.799.430	Mysticism	D009228
13140	K01.844.799.679	Spiritualism	D013140
15013	K01.844.799.867	Yoga	D015013
28725	K01.844.949	Theology	D028725
35621	K01.922	Secularism	D035621
7254	L01	Information Science	D007254
1868	L01.040	Book Collecting	D001868
2910	L01.080	Chronology as Topic	D002910
2965	L01.100	Classification	D002965
10802	L01.100.697	Phylogeny	D010802
3142	L01.143	Communication	D003142
329	L01.143.050	Advertising as Topic	D000329
39604	L01.143.140	Answering Services	D039604
3144	L01.143.230	Communication Barriers	D003144
3197	L01.143.256	Computer Literacy	D003197
3491	L01.143.283	Cybernetics	D003491
5246	L01.143.283.425	Feedback	D005246
4059	L01.143.320	Diffusion of Innovation	D004059
18581	L01.143.320.800	Technology Transfer	D018581
15277	L01.143.380	Hotlines	D015277
33181	L01.143.443	Information Dissemination	D033181
33183	L01.143.474	Interdisciplinary Communication	D033183
7802	L01.143.506	Language	D007802
7803	L01.143.506.423	Language Arts	D007803
8085	L01.143.506.423.348	Lipreading	D008085
19303	L01.143.506.423.452	Multilingualism	D019303
11932	L01.143.506.423.557	Reading	D011932
13060	L01.143.506.423.676	Speech	D013060
14175	L01.143.506.423.796	Translating	D014175
14956	L01.143.506.423.906	Writing	D014956
1319	L01.143.506.423.906.215	Authorship	D001319
15709	L01.143.506.423.906.377	Correspondence as Topic	D015709
34742	L01.143.506.423.906.377.333	Electronic Mail	D034742
6236	L01.143.506.423.906.539	Handwriting	D006236
10162	L01.143.506.423.906.539.500	Paleography	D010162
12781	L01.143.506.423.906.539.750	Shorthand	D012781
8037	L01.143.506.598	Linguistics	D008037
9626	L01.143.506.598.400	Terminology as Topic	D009626
9275	L01.143.506.598.400.556	Names	D009275
4	L01.143.506.598.400.556.131	Abbreviations as Topic	D000004
851	L01.143.506.598.400.556.283	Anonyms and Pseudonyms	D000851
4850	L01.143.506.598.400.556.536	Eponyms	D004850
10700	L01.143.506.598.518	Phonetics	D010700
11578	L01.143.506.598.628	Psycholinguistics	D011578
20557	L01.143.506.598.628.550	Neurolinguistic Programming	D020557
12660	L01.143.506.598.745	Semantics	D012660
14825	L01.143.506.598.901	Vocabulary	D014825
17008	L01.143.620	Negotiating	D017008
9633	L01.143.649	Nonverbal Communication	D009633
8369	L01.143.649.526	Manual Communication	D008369
12813	L01.143.649.526.668	Sign Language	D012813
10565	L01.143.762	Persuasive Communication	D010565
11406	L01.143.790	Propaganda	D011406
17010	L01.143.820	Reminder Systems	D017010
3146	L01.178	Communications Media	D003146
4882	L01.178.362	Erotica	D004882
18966	L01.178.476	Library Materials	D018966
8402	L01.178.590	Mass Media	D008402
9040	L01.178.590.500	Motion Pictures as Topic	D009040
11845	L01.178.590.700	Radio	D011845
13690	L01.178.590.875	Television	D013690
14742	L01.178.590.875.800	Videodisc Recording	D014742
16250	L01.178.590.875.800.250	Compact Disks	D016250
19034	L01.178.590.875.800.250.100	CD-I	D019034
16251	L01.178.590.875.800.250.200	CD-ROM	D016251
14743	L01.178.590.875.840	Videotape Recording	D014743
11642	L01.178.682	Publications	D011642
1634	L01.178.682.099	Bibliography as Topic	D001634
1637	L01.178.682.099.183	Bibliography, National	D001637
1635	L01.178.682.099.308	Bibliography of Medicine	D001635
15706	L01.178.682.099.325	Bibliometrics	D015706
55811	L01.178.682.099.325.500	Journal Impact Factor	D055811
1668	L01.178.682.099.434	Biobibliography as Topic	D001668
1873	L01.178.682.150	Book Reviews as Topic	D001873
1877	L01.178.682.192	Books	D001877
1869	L01.178.682.192.122	Book Imprints	D001869
11326	L01.178.682.192.122.622	Printers' Marks	D011326
1871	L01.178.682.192.178	Book Ornamentation	D001871
1876	L01.178.682.192.234	Bookplates as Topic	D001876
1878	L01.178.682.192.289	Books, Illustrated	D001878
55927	L01.178.682.192.402	Cookbooks as Topic	D055927
7187	L01.178.682.192.515	Incunabula	D007187
8370	L01.178.682.192.609	Manuals as Topic	D008370
12740	L01.178.682.192.609.666	Sex Manuals	D012740
11904	L01.178.682.192.779	Rare Books	D011904
12013	L01.178.682.192.836	Reference Books	D012013
503	L01.178.682.192.836.072	Almanacs as Topic	D000503
1271	L01.178.682.192.836.147	Atlases as Topic	D001271
4014	L01.178.682.192.836.285	Dictionaries as Topic	D004014
4015	L01.178.682.192.836.285.206	Dictionaries, Chemical	D004015
4016	L01.178.682.192.836.285.277	Dictionaries, Classical	D004016
4017	L01.178.682.192.836.285.348	Dictionaries, Dental	D004017
4018	L01.178.682.192.836.285.419	Dictionaries, Medical	D004018
4019	L01.178.682.192.836.285.490	Dictionaries, Pharmaceutic	D004019
4020	L01.178.682.192.836.285.561	Dictionaries, Polyglot	D004020
4181	L01.178.682.192.836.339	Directories as Topic	D004181
4207	L01.178.682.192.836.390	Dispensatories	D004207
4690	L01.178.682.192.836.456	Encyclopedias as Topic	D004690
5569	L01.178.682.192.836.535	Formularies as Topic	D005569
5570	L01.178.682.192.836.535.310	Formularies, Dental	D005570
5571	L01.178.682.192.836.535.435	Formularies, Homeopathic	D005571
5572	L01.178.682.192.836.535.561	Formularies, Hospital	D005572
10602	L01.178.682.192.836.749	Pharmacopoeias as Topic	D010602
10603	L01.178.682.192.836.749.599	Pharmacopoeias, Homeopathic	D010603
12014	L01.178.682.192.836.842	Reference Books, Medical	D012014
4018	L01.178.682.192.836.842.385	Dictionaries, Medical	D004018
13782	L01.178.682.192.900	Textbooks as Topic	D013782
1957	L01.178.682.236	Broadsides as Topic	D001957
2377	L01.178.682.290	Catalogs as Topic	D002377
2379	L01.178.682.290.183	Catalogs, Commercial	D002379
2378	L01.178.682.290.183.249	Catalogs, Booksellers'	D002378
2382	L01.178.682.290.183.416	Catalogs, Publishers'	D002382
2380	L01.178.682.290.283	Catalogs, Drug	D002380
2381	L01.178.682.290.383	Catalogs, Library	D002381
2383	L01.178.682.290.483	Catalogs, Union	D002383
4212	L01.178.682.389	Dissertations, Academic as Topic	D004212
6079	L01.178.682.492	Government Publications as Topic	D006079
8373	L01.178.682.608	Manuscripts as Topic	D008373
8374	L01.178.682.608.526	Manuscripts, Medical	D008374
10174	L01.178.682.707	Pamphlets	D010174
12196	L01.178.682.759	Review Literature as Topic	D012196
3245	L01.178.682.759.150	Consensus Development Conferences as Topic	D003245
15975	L01.178.682.759.150.500	Consensus Development Conferences, NIH as Topic	D015975
12693	L01.178.682.829	Serial Publications	D012693
9524	L01.178.682.829.481	Newspapers	D009524
10506	L01.178.682.829.678	Periodicals as Topic	D010506
14177	L01.178.682.920	Translations	D014177
13664	L01.178.820	Teaching Materials	D013664
1296	L01.178.820.090	Audiovisual Aids	D001296
5085	L01.178.820.090.269	Exhibits as Topic	D005085
8377	L01.178.820.090.426	Maps as Topic	D008377
8488	L01.178.820.090.480	Medical Illustration	D008488
8961	L01.178.820.090.545	Models, Structural	D008961
8953	L01.178.820.090.545.129	Models, Anatomic	D008953
8348	L01.178.820.090.545.129.400	Manikins	D008348
9040	L01.178.820.090.598	Motion Pictures as Topic	D009040
55539	L01.178.820.090.615	MP3-Player	D055539
19212	L01.178.820.090.633	Multimedia	D019212
16249	L01.178.820.090.668	Optical Storage Devices	D016249
14742	L01.178.820.090.668.800	Videodisc Recording	D014742
16250	L01.178.820.090.668.800.250	Compact Disks	D016250
19034	L01.178.820.090.668.800.250.100	CD-I	D019034
16251	L01.178.820.090.668.800.250.200	CD-ROM	D016251
11845	L01.178.820.090.739	Radio	D011845
13637	L01.178.820.090.846	Tape Recording	D013637
14743	L01.178.820.090.846.734	Videotape Recording	D014743
13690	L01.178.820.090.898	Television	D013690
18715	L01.178.820.090.898.475	Microscopy, Video	D018715
14742	L01.178.820.090.898.800	Videodisc Recording	D014742
16250	L01.178.820.090.898.800.250	Compact Disks	D016250
19034	L01.178.820.090.898.800.250.100	CD-I	D019034
16251	L01.178.820.090.898.800.250.200	CD-ROM	D016251
14743	L01.178.820.090.898.840	Videotape Recording	D014743
8370	L01.178.820.500	Manuals as Topic	D008370
12740	L01.178.820.500.666	Sex Manuals	D012740
13782	L01.178.820.900	Textbooks as Topic	D013782
13685	L01.178.847	Telecommunications	D013685
34742	L01.178.847.249	Electronic Mail	D034742
11825	L01.178.847.500	Radar	D011825
11845	L01.178.847.514	Radio	D011845
17215	L01.178.847.550	Satellite Communications	D017215
16636	L01.178.847.606	Telefacsimile	D016636
17216	L01.178.847.652	Telemedicine	D017216
19114	L01.178.847.652.550	Remote Consultation	D019114
19113	L01.178.847.652.600	Telepathology	D019113
19112	L01.178.847.652.700	Teleradiology	D019112
13689	L01.178.847.698	Telephone	D013689
39604	L01.178.847.698.249	Answering Services	D039604
40421	L01.178.847.698.300	Cellular Phone	D040421
3629	L01.178.847.698.500	Modems	D003629
13690	L01.178.847.823	Television	D013690
18715	L01.178.847.823.475	Microscopy, Video	D018715
49269	L01.178.847.900	Videoconferencing	D049269
16494	L01.209	Computer Security	D016494
3205	L01.224	Computing Methodologies	D003205
465	L01.224.050	Algorithms	D000465
1185	L01.224.065	Artificial Intelligence	D001185
5103	L01.224.065.190	Expert Systems	D005103
17143	L01.224.065.250	Fuzzy Logic	D017143
51188	L01.224.065.480	Knowledge Bases	D051188
9323	L01.224.065.580	Natural Language Processing	D009323
16571	L01.224.065.605	Neural Networks (Computer)	D016571
12371	L01.224.065.630	Robotics	D012371
1330	L01.224.085	Automatic Data Processing	D001330
11676	L01.224.085.800	Punched-Card Systems	D011676
3196	L01.224.108	Computer Graphics	D003196
17076	L01.224.108.150	Computer-Aided Design	D017076
3198	L01.224.160	Computer Simulation	D003198
3199	L01.224.230	Computer Systems	D003199
3195	L01.224.230.110	Computer Communication Networks	D003195
20407	L01.224.230.110.500	Internet	D020407
8122	L01.224.230.110.600	Local Area Networks	D008122
3201	L01.224.230.260	Computers	D003201
16287	L01.224.230.260.115	Computer Peripherals	D016287
16248	L01.224.230.260.115.475	Computer Storage Devices	D016248
16249	L01.224.230.260.115.475.600	Optical Storage Devices	D016249
16250	L01.224.230.260.115.475.600.325	Compact Disks	D016250
19034	L01.224.230.260.115.475.600.325.500	CD-I	D019034
16251	L01.224.230.260.115.475.600.325.750	CD-ROM	D016251
16288	L01.224.230.260.115.500	Computer Terminals	D016288
3629	L01.224.230.260.115.750	Modems	D003629
3202	L01.224.230.260.230	Computers, Analog	D003202
3203	L01.224.230.260.280	Computers, Hybrid	D003203
703	L01.224.230.260.280.080	Analog-Digital Conversion	D000703
3204	L01.224.230.260.308	Computers, Mainframe	D003204
39301	L01.224.230.260.315	Computers, Molecular	D039301
8838	L01.224.230.260.550	Microcomputers	D008838
34201	L01.224.230.260.550.500	Computers, Handheld	D034201
8905	L01.224.230.260.580	Minicomputers	D008905
39301	L01.224.300	Computers, Molecular	D039301
7091	L01.224.308	Image Processing, Computer-Assisted	D007091
44962	L01.224.308.189	Data Compression	D044962
7089	L01.224.308.380	Image Enhancement	D007089
11856	L01.224.308.380.600	Radiographic Image Enhancement	D011856
15900	L01.224.308.380.800	Radiography, Dual-Energy Scanned Projection	D015900
21621	L01.224.308.410	Imaging, Three-Dimensional	D021621
8432	L01.224.680	Mathematical Computing	D008432
9716	L01.224.680.700	Numerical Analysis, Computer-Assisted	D009716
12815	L01.224.800	Signal Processing, Computer-Assisted	D012815
44962	L01.224.800.500	Data Compression	D044962
12984	L01.224.900	Software	D012984
3628	L01.224.900.280	Database Management Systems	D003628
16240	L01.224.900.400	Grateful Med	D016240
19146	L01.224.900.590	Hypermedia	D019146
11381	L01.224.900.780	Programming Languages	D011381
12985	L01.224.900.820	Software Design	D012985
12986	L01.224.900.868	Software Validation	D012986
49250	L01.224.900.889	Speech Recognition Software	D049250
14584	L01.224.900.910	User-Computer Interface	D014584
18910	L01.224.900.930	Video Games	D018910
15443	L01.224.900.950	Word Processing	D015443
3308	L01.240	Copying Processes	D003308
8843	L01.240.630	Microfilming	D008843
13637	L01.240.940	Tape Recording	D013637
14743	L01.240.940.840	Videotape Recording	D014743
16636	L01.240.950	Telefacsimile	D016636
14741	L01.240.960	Video Recording	D014741
14742	L01.240.960.800	Videodisc Recording	D014742
16250	L01.240.960.800.250	Compact Disks	D016250
19034	L01.240.960.800.250.100	CD-I	D019034
16251	L01.240.960.800.250.200	CD-ROM	D016251
14743	L01.240.960.880	Videotape Recording	D014743
3625	L01.280	Data Collection	D003625
15577	L01.280.360	Geriatric Assessment	D015577
7407	L01.280.520	Interviews as Topic	D007407
17144	L01.280.520.200	Focus Groups	D017144
33262	L01.280.660	Narration	D033262
11795	L01.280.800	Questionnaires	D011795
3697	L01.280.800.310	Delphi Technique	D003697
11996	L01.280.900	Records as Topic	D011996
1719	L01.280.900.250	Birth Certificates	D001719
3644	L01.280.900.350	Death Certificates	D003644
3792	L01.280.900.375	Dental Records	D003792
6753	L01.280.900.425	Hospital Records	D006753
8499	L01.280.900.968	Medical Records	D008499
8498	L01.280.900.968.500	Medical Record Linkage	D008498
8501	L01.280.900.968.550	Medical Records, Problem-Oriented	D008501
16347	L01.280.900.968.775	Medical Records Systems, Computerized	D016347
15599	L01.280.900.968.875	Trauma Severity Indices	D015599
15998	L01.280.900.968.875.125	Abbreviated Injury Scale	D015998
15600	L01.280.900.968.875.250	Glasgow Coma Scale	D015600
23261	L01.280.900.968.875.260	Glasgow Outcome Scale	D023261
15601	L01.280.900.968.875.500	Injury Severity Score	D015601
9737	L01.280.900.984	Nursing Records	D009737
12042	L01.280.950	Registries	D012042
18426	L01.280.950.725	SEER Program	D018426
14798	L01.280.975	Vital Statistics	D014798
8017	L01.280.975.450	Life Expectancy	D008017
15993	L01.280.975.475	Life Tables	D015993
19057	L01.280.975.475.700	Quality-Adjusted Life Years	D019057
9017	L01.280.975.525	Morbidity	D009017
50936	L01.280.975.525.080	Basic Reproduction Number	D050936
15994	L01.280.975.525.375	Incidence	D015994
15995	L01.280.975.525.750	Prevalence	D015995
9026	L01.280.975.550	Mortality	D009026
2423	L01.280.975.550.250	Cause of Death	D002423
46688	L01.280.975.550.287	Child Mortality	D046688
17809	L01.280.975.550.325	Fatal Outcome	D017809
46689	L01.280.975.550.362	Fetal Mortality	D046689
17052	L01.280.975.550.400	Hospital Mortality	D017052
7226	L01.280.975.550.475	Infant Mortality	D007226
8428	L01.280.975.550.500	Maternal Mortality	D008428
54238	L01.280.975.550.700	Perinatal Mortality	D054238
15996	L01.280.975.550.900	Survival Rate	D015996
18873	L01.280.975.775	Pregnancy Rate	D018873
1723	L01.280.975.775.500	Birth Rate	D001723
3626	L01.296	Data Display	D003626
3196	L01.296.110	Computer Graphics	D003196
17076	L01.296.110.150	Computer-Aided Design	D017076
48088	L01.313	Informatics	D048088
48048	L01.313.249	Dental Informatics	D048048
8490	L01.313.500	Medical Informatics	D008490
48108	L01.313.650	Nursing Informatics	D048108
40442	L01.313.750	Public Health Informatics	D040442
7253	L01.346	Information Centers	D007253
1109	L01.346.208	Archives	D001109
7990	L01.346.596	Libraries	D007990
7991	L01.346.596.363	Libraries, Dental	D007991
46609	L01.346.596.413	Libraries, Digital	D046609
7992	L01.346.596.463	Libraries, Hospital	D007992
7993	L01.346.596.563	Libraries, Medical	D007993
9317	L01.346.596.563.725	National Library of Medicine (U.S.)	D009317
7994	L01.346.596.663	Libraries, Nursing	D007994
19451	L01.399	Information Management	D019451
7255	L01.453	Information Services	D007255
1634	L01.453.183	Bibliography as Topic	D001634
1636	L01.453.183.190	Bibliography, Descriptive	D001636
1635	L01.453.183.224	Bibliography of Medicine	D001635
15706	L01.453.183.291	Bibliometrics	D015706
55811	L01.453.183.291.500	Journal Impact Factor	D055811
1668	L01.453.183.392	Biobibliography as Topic	D001668
16206	L01.453.183.544	Databases, Bibliographic	D016206
1874	L01.453.220	Book Selection	D001874
4282	L01.453.245	Documentation	D004282
43	L01.453.245.100	Abstracting and Indexing as Topic	D000043
2376	L01.453.245.250	Cataloging	D002376
1867	L01.453.245.250.150	Book Classification	D001867
2965	L01.453.245.275	Classification	D002965
5371	L01.453.245.390	Filing	D005371
8969	L01.453.245.667	Molecular Sequence Data	D008969
595	L01.453.245.667.060	Amino Acid Sequence	D000595
1483	L01.453.245.667.080	Base Sequence	D001483
2240	L01.453.245.667.160	Carbohydrate Sequence	D002240
18875	L01.453.245.945	Vocabulary, Controlled	D018875
39702	L01.453.245.945.160	Current Procedural Terminology	D039702
39721	L01.453.245.945.200	Diagnostic and Statistical Manual of Mental Disorders	D039721
49228	L01.453.245.945.380	Healthcare Common Procedure Coding System	D049228
38801	L01.453.245.945.400	International Classification of Diseases	D038801
39703	L01.453.245.945.500	Logical Observation Identifiers Names and Codes	D039703
13358	L01.453.245.945.700	Subject Headings	D013358
46650	L01.453.245.945.700.500	Medical Subject Headings	D046650
39061	L01.453.245.945.720	Systematized Nomenclature of Medicine	D039061
17432	L01.453.245.945.800	Unified Medical Language System	D017432
4346	L01.453.270	Drug Information Services	D004346
16907	L01.453.270.120	Adverse Drug Reaction Reporting Systems	D016907
16303	L01.453.270.200	Clinical Pharmacy Information Systems	D016303
16045	L01.453.450	Human Genome Project	D016045
7999	L01.453.639	Library Services	D007999
7379	L01.453.639.493	Interlibrary Loans	D007379
8001	L01.453.819	Library Technical Services	D008001
2376	L01.453.819.250	Cataloging	D002376
1867	L01.453.819.250.150	Book Classification	D001867
16247	L01.470	Information Storage and Retrieval	D016247
44962	L01.470.500	Data Compression	D044962
19992	L01.470.750	Databases as Topic	D019992
16206	L01.470.750.500	Databases, Bibliographic	D016206
39781	L01.470.750.500.650	PubMed	D039781
16239	L01.470.750.500.650.500	MEDLINE	D016239
16208	L01.470.750.750	Databases, Factual	D016208
30541	L01.470.750.750.325	Databases, Genetic	D030541
30561	L01.470.750.750.325.630	Databases, Nucleic Acid	D030561
30562	L01.470.750.750.325.710	Databases, Protein	D030562
40362	L01.470.750.750.462	Geographic Information Systems	D040362
16749	L01.470.750.750.600	National Practitioner Data Bank	D016749
53443	L01.470.750.750.905	Visible Human Projects	D053443
7257	L01.488	Information Theory	D007257
19359	L01.535	Knowledge	D019359
7998	L01.583	Library Science	D007998
7995	L01.583.363	Library Administration	D007995
7996	L01.583.390	Library Associations	D007996
16242	L01.583.400	Library Automation	D016242
16243	L01.583.410	Library Collection Development	D016243
7997	L01.583.430	Library Schools	D007997
7999	L01.583.464	Library Services	D007999
7379	L01.583.464.493	Interlibrary Loans	D007379
8000	L01.583.564	Library Surveys	D008000
8001	L01.583.782	Library Technical Services	D008001
8490	L01.700	Medical Informatics	D008490
8491	L01.700.508	Medical Informatics Applications	D008491
3658	L01.700.508.100	Decision Making, Computer-Assisted	D003658
3936	L01.700.508.100.158	Diagnosis, Computer-Assisted	D003936
7090	L01.700.508.100.158.600	Image Interpretation, Computer-Assisted	D007090
11857	L01.700.508.100.158.600.680	Radiographic Image Interpretation, Computer-Assisted	D011857
